熊猫频道,#genre#
母子园A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao07_2/index.m3u8
母子园A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao07_2_720P/playlist.m3u8?wsApp=HLS
母子园A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao07_2/index.m3u8
母子园A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao07_2td.m3u8
母子园B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao08_2/index.m3u8
母子园B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao08_2_720P/playlist.m3u8?wsApp=HLS
母子园B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao08_2/index.m3u8
母子园B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao08_2td.m3u8

成年园A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao01_2/index.m3u8
成年园A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao01_2_720P/playlist.m3u8?wsApp=HLS
成年园A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao01_2/index.m3u8
成年园A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao01_2td.m3u8
成年园B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao02_2/index.m3u8
成年园B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao02_2td.m3u8
成年园B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao02_2/index.m3u8
成年园B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao02_2_720P/playlist.m3u8?wsApp=HLS

六号别墅A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao03_2/index.m3u8
六号别墅A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao03_2td.m3u8
六号别墅A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao03_2/index.m3u8
六号别墅A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao03_2_720P/playlist.m3u8?wsApp=HLS
六号别墅B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao04_2/index.m3u8
六号别墅B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao04_2_720P/playlist.m3u8?wsApp=HLS
六号别墅B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao04_2/index.m3u8
六号别墅B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao04_2td.m3u8

幼儿园A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao05_2/index.m3u8
幼儿园A,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao05_2_720P/playlist.m3u8?wsApp=HLS
幼儿园A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao05_2/index.m3u8
幼儿园A,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao05_2td.m3u8
幼儿园B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao06_2/index.m3u8
幼儿园B,https://gcwbndcnc.v.wscdns.com/gcwbnd/xiongmao06_2_720P/playlist.m3u8?wsApp=HLS
幼儿园B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao06_2/index.m3u8
幼儿园B,https://gcwbndali.v.myalicdn.com/gcwbnd/xiongmao06_2td.m3u8




都江堰青青,http://gcalic.v.myalicdn.com/gc/xiongmao20_1/index.m3u8
都江堰妃妃,http://gcalic.v.myalicdn.com/gc/xiongmao13_1/index.m3u8
都江堰娅祥,http://gcalic.v.myalicdn.com/gc/xiongmao15_1/index.m3u8
都江堰瑞瑞,http://gcalic.v.myalicdn.com/gc/xiongmao11_1/index.m3u8
都江堰英英,http://gcalic.v.myalicdn.com/gc/xiongmao16_1/index.m3u8
都江堰壹壹玖玖,http://gcalic.v.myalicdn.com/gc/xiongmao14_1/index.m3u8
都江堰水秀,http://gcalic.v.myalicdn.com/gc/xiongmao12_1/index.m3u8
怡然2,http://gcalic.v.myalicdn.com/gc/xiongmao18_1/index.m3u8
基地幼年园1,http://gcalic.v.myalicdn.com/gc/xiongmao03_1/index.m3u8
基地幼年园2,http://gcalic.v.myalicdn.com/gc/xiongmao04_1/index.m3u8
基地母子园1,http://gcalic.v.myalicdn.com/gc/xiongmao07_1/index.m3u8
基地母子园2,http://gcalic.v.myalicdn.com/gc/xiongmao08_1/index.m3u8
基地幼儿园1,http://gcalic.v.myalicdn.com/gc/xiongmao05_1/index.m3u8
基地幼儿园2,http://gcalic.v.myalicdn.com/gc/xiongmao06_1/index.m3u8
基地成年园1,http://gcalic.v.myalicdn.com/gc/xiongmao01_1/index.m3u8
基地成年园2,http://gcalic.v.myalicdn.com/gc/xiongmao02_1/index.m3u8
基地别墅1,http://gcalic.v.myalicdn.com/gc/xiongmao09_1/index.m3u8
基地别墅2,http://gcalic.v.myalicdn.com/gc/xiongmao10_1/index.m3u8

白马雪山,http://gcalic.v.myalicdn.com/gc/xiongmao24_1/index.m3u8
成都高清,http://gcalic.v.myalicdn.com/gc/ipanda_1td/index.m3u8
都江堰高清,http://gcalic.v.myalicdn.com/gc/ipanda1000_1td/index.m3u8



HBYD,#genre#
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226691/.m3u8
CCTV2,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226567/.m3u8
CCTV3,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226632/.m3u8
CCTV4,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226683/.m3u8
CCTV5,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226640/.m3u8
CCTV6,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226643/.m3u8
CCTV7,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226687/.m3u8
CCTV8,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226635/.m3u8
CCTV9,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226571/.m3u8
CCTV10,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226680/.m3u8
CCTV11,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226684/.m3u8
CCTV12,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226560/.m3u8
CCTV13,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226688/.m3u8
CCTV14,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226685/.m3u8
CCTV15,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226677/.m3u8
CCTV17,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226642/.m3u8
CCTV5+,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226641/.m3u8
北京卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226698/.m3u8
天津卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226693/.m3u8
东方卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226674/.m3u8
重庆卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226243/.m3u8
广东卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226700/.m3u8
深圳卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226703/.m3u8
江苏卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226682/.m3u8
浙江卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226701/.m3u8
东南卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226692/.m3u8
厦门卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226726/.m3u8
海南卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226246/.m3u8
三沙卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226663/.m3u8
湖北卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226689/.m3u8
湖南卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/223/3221226117/2.m3u8
江西卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226702/.m3u8
安徽卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226696/.m3u8
河南卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226697/.m3u8
河北卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226247/.m3u8
山东卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226695/.m3u8
山西卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226174/.m3u8
陕西卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226708/.m3u8
四川卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226252/.m3u8
贵州卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226245/.m3u8
广西卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226570/.m3u8
云南卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226566/.m3u8
辽宁卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226718/.m3u8
吉林卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226574/.m3u8
延边卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226732/.m3u8
黑龙江卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226724/.m3u8
内蒙古卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226166/.m3u8
甘肃卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226721/.m3u8
青海卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226164/.m3u8
宁夏卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226173/.m3u8
西藏卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226169/.m3u8
新疆卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226168/.m3u8
兵团卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226171/.m3u8
CETV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226705/.m3u8
CETV2,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226601/.m3u8
CETV4,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226712/.m3u8
湖北综合,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226628/.m3u8
湖北经视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226639/.m3u8
湖北影视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226649/.m3u8
公共新闻,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226626/.m3u8
湖北教育,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226646/.m3u8
湖北生活,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226655/.m3u8
湖北垄上,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226631/.m3u8
CHC动作电影,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226673/.m3u8
CHC家庭影院,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226676/.m3u8
CHC影迷电影,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226681/.m3u8
CCTV第一剧场,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226736/.m3u8
CCTV怀旧剧场,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226710/.m3u8
CCTV世界地理,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226720/.m3u8
CCTV兵器科技,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226723/.m3u8
CCTV风云音乐,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226713/.m3u8
CCTV央视台球,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226716/.m3u8
CCTV风云足球,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226719/.m3u8
CCTV女性时尚,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226730/.m3u8
CCTV高尔夫.网球,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226742/.m3u8
中央新影.老故事,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226739/.m3u8
CCTV 4K超高清,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226737/.m3u8
CCTV 4K超高清,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226766/.m3u8
湖南金鹰纪实,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226666/.m3u8
湖南茶频道,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226679/.m3u8
卡酷少儿,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226177/.m3u8
金鹰卡通,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226715/.m3u8
新动漫,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226670/.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉科技生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
荆门综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
十堰综合,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
恩施综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1812.m3u8?auth_key=4857760445-0-0-48b20fcc677c9c453aade4127fb60836&extra_key=GstcZaunflMNLGu8_neZZDSebP_vdaZpjgvDNh0oFxowejqLIrS9a1EoZExxdRI2S9Y2xkAXOOpuGxK1RXBwE9Pxgs64YJr12xMoUq8C0CDA-bYdaRFKaVVL_9eb5cvcS93rOcGOJVmGyvmgI8egJounqzsBrsfAbiojm3VtXXo
恩施文旅,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1811.m3u8?auth_key=4857760464-0-0-ecabcbf26d39dc20cde584db2fa2a053&extra_key=D1dJezG95YTkYytoe8tr2Qhf-jhFFJmJpij9JNzLnfjYgxE5Q69rjZT1b2VrOxeb2zvhRo107e0Ze_h5agVjcLhNxl4RzjBShtdz-pQKUqaNbHnJMUJaS637QCoHNkKlJAb5i0lkR8MlxmIB6LIGojFm8kqvpZp_pI7SG10olDg


央视频道01,#genre#

CCTV1,http://111.48.34.237/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226113/1.m3u8
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226691/1.m3u8
CCTV1,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226731/1.m3u8
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV2,http://111.48.34.237/PLTV/88888888/224/3221229893/1.m3u8
CCTV2,http://111.48.34.237/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226567/1.m3u8
CCTV3,http://111.48.34.237/PLTV/88888888/224/3221230150/1.m3u8
CCTV4,http://111.48.34.237/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226683/1.m3u8
CCTV4,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV5,http://111.48.34.237/PLTV/88888888/224/3221230165/1.m3u8
CCTV5+,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EevWZ0zmguDsOY_Mf3SM5TA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://111.48.34.237/PLTV/88888888/224/3221230154/1.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://111.48.34.237/PLTV/88888888/224/3221229895/1.m3u8
CCTV7,http://111.48.34.237/PLTV/88888888/224/3221230442/1.m3u8
CCTV7,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226687/1.m3u8
CCTV7,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2bEV_zkW1hRnWmsZq6rlbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV8,http://111.48.34.237/PLTV/88888888/224/3221230169/1.m3u8
CCTV9,http://111.48.34.237/PLTV/88888888/224/3221229864/1.m3u8
CCTV9,http://111.48.34.237/PLTV/88888888/224/3221230330/1.m3u8
CCTV9,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226571/1.m3u8
CCTV9,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgdZMBjOTdDWVEgovFkZoew%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV10,http://111.48.34.237/PLTV/88888888/224/3221229874/1.m3u8
CCTV10,http://111.48.34.237/PLTV/88888888/224/3221230491/1.m3u8
CCTV10,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226680/1.m3u8
CCTV10,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Egbbk6OxyTS2utbJWm7Qw1w%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV11,http://111.48.34.237/PLTV/88888888/224/3221229869/1.m3u8
CCTV11,http://111.48.34.237/PLTV/88888888/224/3221230444/1.m3u8
CCTV11,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226684/1.m3u8
CCTV12,http://111.48.34.237/PLTV/88888888/224/3221229897/1.m3u8
CCTV12,http://111.48.34.237/PLTV/88888888/224/3221230363/1.m3u8
CCTV12,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226560/1.m3u8
CCTV12,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E9nVa4WyKpuJgFy6Zh4TplQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV13,http://111.48.34.237/PLTV/88888888/224/3221230493/1.m3u8
CCTV13,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226688/1.m3u8
CCTV14,http://111.48.34.237/PLTV/88888888/224/3221229868/1.m3u8
CCTV14,http://111.48.34.237/PLTV/88888888/224/3221230446/1.m3u8
CCTV14,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226685/1.m3u8
CCTV14,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgtTqPYLE5COifF-qvYi2Ig%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV15,http://111.48.34.237/PLTV/88888888/224/3221229861/1.m3u8
CCTV15,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226677/1.m3u8
CCTV16,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EX9goLRw26BM_r54des2PAw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV17,http://111.48.34.237/PLTV/88888888/224/3221229831/1.m3u8
CCTV17,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEkwQnoHNXRDb-IayWakK1A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV超高清4K,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226737/1.m3u8
CCTV超高清4K,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226766/1.m3u8

电信,#genre#
CCTV1,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8
CCTV2,http://59.173.243.210:9901/tsfile/live/0002_1.m3u8
CCTV3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8
CCTV4,http://59.173.243.210:9901/tsfile/live/1004_1.m3u8
CCTV5,http://59.173.243.210:9901/tsfile/live/1005_1.m3u8
CCTV6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8
CCTV7,http://59.173.243.210:9901/tsfile/live/1007_1.m3u8
CCTV8,http://59.173.243.210:9901/tsfile/live/1008_1.m3u8
CCTV9,http://59.173.243.210:9901/tsfile/live/1009_1.m3u8
